hotel,branch,year,quarter,title,value_or_%
Hotel Sogo,S11,2022,Q1,Total Sales,11794993
Hotel Sogo,S11,2022,Q1,Average DRS,326413
Hotel Sogo,S11,2022,Q1,Average DFS,54071
Hotel Sogo,S11,2022,Q1,ADS,131055
Hotel Sogo,S11,2022,Q1,Quarterly Weighted,62
Hotel Sogo,S11,2022,Q2,ANOR,137
Hotel Sogo,S11,2022,Q2,TNOG,17654
Hotel Sogo,S11,2022,Q2,ANOG,194
Hotel Sogo,S11,2022,Q2,TOR,1
Hotel Sogo,S11,2022,Q2,TFBOG,6103
Hotel Sogo,S11,2022,Q2,AFBOG,67
Hotel Sogo,S11,2022,Q2,%FBOG,0.35
Hotel Sogo,S11,2022,Q2,ARPS/G,761
Hotel Sogo,S11,2022,Q2,AFBPS/FBOG,363
Hotel Sogo,S11,2022,Q2,AFPS/G,126
Hotel Sogo,S11,2022,Q2,SPR,1255
Hotel Sogo,S11,2022,Q2,APS/G,886
Hotel Sogo,S11,2022,Q2,HPR,8
Hotel Sogo,S11,2022,Q2,ALOS,6
Hotel Sogo,S11,2022,Q2,Occupancy,0.33
Hotel Sogo,S11,2022,Q2,NOD,91
Hotel Sogo,S11,2022,Q2,Actual Hours,99816
Hotel Sogo,S11,2022,Q2,Paid Hours,114189
Hotel Sogo,S11,2022,Q2,Room,13428698
Hotel Sogo,S11,2022,Q2,F&B - Rooms,2217435
Hotel Sogo,S11,2022,Q2,F&B - Function,-
Hotel Sogo,S11,2022,Q2,F&B - Outlet,-
Hotel Sogo,S11,2022,Q2,Total Sales,15646133
Hotel Sogo,S11,2022,Q2,Average DRS,479596
Hotel Sogo,S11,2022,Q2,Average DFS,79194
Hotel Sogo,S11,2022,Q2,ADS,171936
Hotel Sogo,S11,2022,Q2,Quarterly Weighted,47
Hotel Sogo,S11,2022,Q3,ANOR,137
Hotel Sogo,S11,2022,Q3,TNOG,17942
Hotel Sogo,S11,2022,Q3,ANOG,195
Hotel Sogo,S11,2022,Q3,TOR,1
Hotel Sogo,S11,2022,Q3,TFBOG,6262
Hotel Sogo,S11,2022,Q3,AFBOG,68
Hotel Sogo,S11,2022,Q3,%FBOG,0.35
Hotel Sogo,S11,2022,Q3,ARPS/G,768
Hotel Sogo,S11,2022,Q3,AFBPS/FBOG,375
Hotel Sogo,S11,2022,Q3,AFPS/G,131
Hotel Sogo,S11,2022,Q3,SPR,1280
Hotel Sogo,S11,2022,Q3,APS/G,899
Hotel Sogo,S11,2022,Q3,HPR,8
Hotel Sogo,S11,2022,Q3,ALOS,6
Hotel Sogo,S11,2022,Q3,Occupancy,0.34
Hotel Sogo,S11,2022,Q3,NOD,92
Hotel Sogo,S11,2022,Q3,Actual Hours,101543
Hotel Sogo,S11,2022,Q3,Paid Hours,115681
Hotel Sogo,S11,2022,Q3,Room,13784198
Hotel Sogo,S11,2022,Q3,F&B - Rooms,2350723
Hotel Sogo,S11,2022,Q3,F&B - Function,-
Hotel Sogo,S11,2022,Q3,F&B - Outlet,-
Hotel Sogo,S11,2022,Q3,Total Sales,16134921
Hotel Sogo,S11,2022,Q3,Average DRS,444652
Hotel Sogo,S11,2022,Q3,Average DFS,75830
Hotel Sogo,S11,2022,Q3,ADS,175380
Hotel Sogo,S11,2022,Q3,Quarterly Weighted,47
Hotel Sogo,S11,2022,Q4,ANOR,137
Hotel Sogo,S11,2022,Q4,TNOG,19823
Hotel Sogo,S11,2022,Q4,ANOG,215
Hotel Sogo,S11,2022,Q4,TOR,2
Hotel Sogo,S11,2022,Q4,TFBOG,6825
Hotel Sogo,S11,2022,Q4,AFBOG,74
Hotel Sogo,S11,2022,Q4,%FBOG,0.34
Hotel Sogo,S11,2022,Q4,ARPS/G,776
Hotel Sogo,S11,2022,Q4,AFBPS/FBOG,373
Hotel Sogo,S11,2022,Q4,AFPS/G,129
Hotel Sogo,S11,2022,Q4,SPR,1423
Hotel Sogo,S11,2022,Q4,APS/G,905
Hotel Sogo,S11,2022,Q4,HPR,9
Hotel Sogo,S11,2022,Q4,ALOS,6
Hotel Sogo,S11,2022,Q4,Occupancy,0.37
Hotel Sogo,S11,2022,Q4,NOD,92
Hotel Sogo,S11,2022,Q4,Actual Hours,110781
Hotel Sogo,S11,2022,Q4,Paid Hours,126554
Hotel Sogo,S11,2022,Q4,Room,15391965
Hotel Sogo,S11,2022,Q4,F&B - Rooms,2548326
Hotel Sogo,S11,2022,Q4,F&B - Function,-
Hotel Sogo,S11,2022,Q4,F&B - Outlet,-
Hotel Sogo,S11,2022,Q4,Total Sales,17940291
Hotel Sogo,S11,2022,Q4,Average DRS,513065
Hotel Sogo,S11,2022,Q4,Average DFS,84944
Hotel Sogo,S11,2022,Q4,ADS,195003
Hotel Sogo,S11,2022,Q4,Quarterly Weighted,43
Hotel Sogo,S12,2022,Q1,ANOR,87
Hotel Sogo,S12,2022,Q1,TNOG,10691
Hotel Sogo,S12,2022,Q1,ANOG,119
Hotel Sogo,S12,2022,Q1,TOR,1
Hotel Sogo,S12,2022,Q1,TFBOG,2689
Hotel Sogo,S12,2022,Q1,AFBOG,30
Hotel Sogo,S12,2022,Q1,%FBOG,0.25
Hotel Sogo,S12,2022,Q1,ARPS/G,573
Hotel Sogo,S12,2022,Q1,AFBPS/FBOG,197
Hotel Sogo,S12,2022,Q1,AFPS/G,49
Hotel Sogo,S12,2022,Q1,SPR,850
Hotel Sogo,S12,2022,Q1,APS/G,622
Hotel Sogo,S12,2022,Q1,HPR,9
Hotel Sogo,S12,2022,Q1,ALOS,6
Hotel Sogo,S12,2022,Q1,Occupancy,0.37
Hotel Sogo,S12,2022,Q1,NOD,90
Hotel Sogo,S12,2022,Q1,Actual Hours,69251
Hotel Sogo,S12,2022,Q1,Paid Hours,82273
Hotel Sogo,S12,2022,Q1,Room,6124247
Hotel Sogo,S12,2022,Q1,F&B - Rooms,528677
Hotel Sogo,S12,2022,Q1,F&B - Function,-
Hotel Sogo,S12,2022,Q1,F&B - Outlet,-
Hotel Sogo,S12,2022,Q1,Total Sales,6652924
Hotel Sogo,S12,2022,Q1,Average DRS,197556
Hotel Sogo,S12,2022,Q1,Average DFS,17054
Hotel Sogo,S12,2022,Q1,ADS,73921
Hotel Sogo,S12,2022,Q1,Quarterly Weighted,76
Hotel Sogo,S12,2022,Q2,ANOR,87
Hotel Sogo,S12,2022,Q2,TNOG,12255
Hotel Sogo,S12,2022,Q2,ANOG,135
Hotel Sogo,S12,2022,Q2,TOR,2
Hotel Sogo,S12,2022,Q2,TFBOG,3336
Hotel Sogo,S12,2022,Q2,AFBOG,37
Hotel Sogo,S12,2022,Q2,%FBOG,0.27
Hotel Sogo,S12,2022,Q2,ARPS/G,600
Hotel Sogo,S12,2022,Q2,AFBPS/FBOG,245
Hotel Sogo,S12,2022,Q2,AFPS/G,67
Hotel Sogo,S12,2022,Q2,SPR,1032
Hotel Sogo,S12,2022,Q2,APS/G,667
Hotel Sogo,S12,2022,Q2,HPR,11
Hotel Sogo,S12,2022,Q2,ALOS,7
Hotel Sogo,S12,2022,Q2,Occupancy,0.46
Hotel Sogo,S12,2022,Q2,NOD,91
Hotel Sogo,S12,2022,Q2,Actual Hours,87799
Hotel Sogo,S12,2022,Q2,Paid Hours,101107
Hotel Sogo,S12,2022,Q2,Room,7349203
Hotel Sogo,S12,2022,Q2,F&B - Rooms,818936
Hotel Sogo,S12,2022,Q2,F&B - Function,-
Hotel Sogo,S12,2022,Q2,F&B - Outlet,-
Hotel Sogo,S12,2022,Q2,Total Sales,8168139
Hotel Sogo,S12,2022,Q2,Average DRS,262472
Hotel Sogo,S12,2022,Q2,Average DFS,29248
Hotel Sogo,S12,2022,Q2,ADS,89760
Hotel Sogo,S12,2022,Q2,Quarterly Weighted,68
Hotel Sogo,S12,2022,Q3,ANOR,87
Hotel Sogo,S12,2022,Q3,TNOG,11203
Hotel Sogo,S12,2022,Q3,ANOG,122
Hotel Sogo,S12,2022,Q3,TOR,1
Hotel Sogo,S12,2022,Q3,TFBOG,3709
Hotel Sogo,S12,2022,Q3,AFBOG,40
Hotel Sogo,S12,2022,Q3,%FBOG,0.33
Hotel Sogo,S12,2022,Q3,ARPS/G,608
Hotel Sogo,S12,2022,Q3,AFBPS/FBOG,273
Hotel Sogo,S12,2022,Q3,AFPS/G,90
Hotel Sogo,S12,2022,Q3,SPR,977
Hotel Sogo,S12,2022,Q3,APS/G,698
Hotel Sogo,S12,2022,Q3,HPR,10
Hotel Sogo,S12,2022,Q3,ALOS,7
Hotel Sogo,S12,2022,Q3,Occupancy,0.42
Hotel Sogo,S12,2022,Q3,NOD,92
Hotel Sogo,S12,2022,Q3,Actual Hours,80196
Hotel Sogo,S12,2022,Q3,Paid Hours,90616
Hotel Sogo,S12,2022,Q3,Room,6808029
Hotel Sogo,S12,2022,Q3,F&B - Rooms,1011909
Hotel Sogo,S12,2022,Q3,F&B - Function,-
Hotel Sogo,S12,2022,Q3,F&B - Outlet,-
Hotel Sogo,S12,2022,Q3,Total Sales,7819938
Hotel Sogo,S12,2022,Q3,Average DRS,219614
Hotel Sogo,S12,2022,Q3,Average DFS,32642
Hotel Sogo,S12,2022,Q3,ADS,84999
Hotel Sogo,S12,2022,Q3,Quarterly Weighted,76
Hotel Sogo,S12,2022,Q4,ANOR,87
Hotel Sogo,S12,2022,Q4,TNOG,12339
Hotel Sogo,S12,2022,Q4,ANOG,134
Hotel Sogo,S12,2022,Q4,TOR,2
Hotel Sogo,S12,2022,Q4,TFBOG,4281
Hotel Sogo,S12,2022,Q4,AFBOG,47
Hotel Sogo,S12,2022,Q4,%FBOG,0.35
Hotel Sogo,S12,2022,Q4,ARPS/G,603
Hotel Sogo,S12,2022,Q4,AFBPS/FBOG,285
Hotel Sogo,S12,2022,Q4,AFPS/G,99
Hotel Sogo,S12,2022,Q4,SPR,1082
Hotel Sogo,S12,2022,Q4,APS/G,702
Hotel Sogo,S12,2022,Q4,HPR,11
Hotel Sogo,S12,2022,Q4,ALOS,7
Hotel Sogo,S12,2022,Q4,Occupancy,0.45
Hotel Sogo,S12,2022,Q4,NOD,92
Hotel Sogo,S12,2022,Q4,Actual Hours,86080
Hotel Sogo,S12,2022,Q4,Paid Hours,97071
Hotel Sogo,S12,2022,Q4,Room,7442709
Hotel Sogo,S12,2022,Q4,F&B - Rooms,1219547
Hotel Sogo,S12,2022,Q4,F&B - Function,-
Hotel Sogo,S12,2022,Q4,F&B - Outlet,-
Hotel Sogo,S12,2022,Q4,Total Sales,8662256
Hotel Sogo,S12,2022,Q4,Average DRS,248090
Hotel Sogo,S12,2022,Q4,Average DFS,40652
Hotel Sogo,S12,2022,Q4,ADS,94155
Hotel Sogo,S12,2022,Q4,Quarterly Weighted,69
Hotel Sogo,S13,2022,Q1,ANOR,80
Hotel Sogo,S13,2022,Q1,TNOG,12447
Hotel Sogo,S13,2022,Q1,ANOG,138
Hotel Sogo,S13,2022,Q1,TOR,2
Hotel Sogo,S13,2022,Q1,TFBOG,3505
Hotel Sogo,S13,2022,Q1,AFBOG,39
Hotel Sogo,S13,2022,Q1,%FBOG,0.28
Hotel Sogo,S13,2022,Q1,ARPS/G,541
Hotel Sogo,S13,2022,Q1,AFBPS/FBOG,254
Hotel Sogo,S13,2022,Q1,AFPS/G,71
Hotel Sogo,S13,2022,Q1,SPR,1059
Hotel Sogo,S13,2022,Q1,APS/G,613
Hotel Sogo,S13,2022,Q1,HPR,10
Hotel Sogo,S13,2022,Q1,ALOS,6
Hotel Sogo,S13,2022,Q1,Occupancy,0.43
Hotel Sogo,S13,2022,Q1,NOD,90
Hotel Sogo,S13,2022,Q1,Actual Hours,73660
Hotel Sogo,S13,2022,Q1,Paid Hours,85213
Hotel Sogo,S13,2022,Q1,Room,6736124
Hotel Sogo,S13,2022,Q1,F&B - Rooms,889168
Hotel Sogo,S13,2022,Q1,F&B - Function,-
Hotel Sogo,S13,2022,Q1,F&B - Outlet,-
Hotel Sogo,S13,2022,Q1,Total Sales,7625292
Hotel Sogo,S13,2022,Q1,Average DRS,217294
Hotel Sogo,S13,2022,Q1,Average DFS,28683
Hotel Sogo,S13,2022,Q1,ADS,84725
Hotel Sogo,S13,2022,Q1,Quarterly Weighted,65
Hotel Sogo,S13,2022,Q2,ANOR,80
Hotel Sogo,S13,2022,Q2,TNOG,15727
Hotel Sogo,S13,2022,Q2,ANOG,173
Hotel Sogo,S13,2022,Q2,TOR,2
Hotel Sogo,S13,2022,Q2,TFBOG,4219
Hotel Sogo,S13,2022,Q2,AFBOG,46
Hotel Sogo,S13,2022,Q2,%FBOG,0.27
Hotel Sogo,S13,2022,Q2,ARPS/G,540
Hotel Sogo,S13,2022,Q2,AFBPS/FBOG,283
Hotel Sogo,S13,2022,Q2,AFPS/G,76
Hotel Sogo,S13,2022,Q2,SPR,1331
Hotel Sogo,S13,2022,Q2,APS/G,616
Hotel Sogo,S13,2022,Q2,HPR,13
Hotel Sogo,S13,2022,Q2,ALOS,6
Hotel Sogo,S13,2022,Q2,Occupancy,0.55
Hotel Sogo,S13,2022,Q2,NOD,91
Hotel Sogo,S13,2022,Q2,Actual Hours,96846
Hotel Sogo,S13,2022,Q2,Paid Hours,109530
Hotel Sogo,S13,2022,Q2,Room,8493793
Hotel Sogo,S13,2022,Q2,F&B - Rooms,1192736
Hotel Sogo,S13,2022,Q2,F&B - Function,-
Hotel Sogo,S13,2022,Q2,F&B - Outlet,-
Hotel Sogo,S13,2022,Q2,Total Sales,9686529
Hotel Sogo,S13,2022,Q2,Average DRS,303350
Hotel Sogo,S13,2022,Q2,Average DFS,42598
Hotel Sogo,S13,2022,Q2,ADS,106445
Hotel Sogo,S13,2022,Q2,Quarterly Weighted,53
Hotel Sogo,S13,2022,Q3,ANOR,80
Hotel Sogo,S13,2022,Q3,TNOG,15581
Hotel Sogo,S13,2022,Q3,ANOG,169
Hotel Sogo,S13,2022,Q3,TOR,2
Hotel Sogo,S13,2022,Q3,TFBOG,4081
Hotel Sogo,S13,2022,Q3,AFBOG,44
Hotel Sogo,S13,2022,Q3,%FBOG,0.26
Hotel Sogo,S13,2022,Q3,ARPS/G,541
Hotel Sogo,S13,2022,Q3,AFBPS/FBOG,290
Hotel Sogo,S13,2022,Q3,AFPS/G,76
Hotel Sogo,S13,2022,Q3,SPR,1307
Hotel Sogo,S13,2022,Q3,APS/G,617
Hotel Sogo,S13,2022,Q3,HPR,13
Hotel Sogo,S13,2022,Q3,ALOS,6
Hotel Sogo,S13,2022,Q3,Occupancy,0.53
Hotel Sogo,S13,2022,Q3,NOD,92
Hotel Sogo,S13,2022,Q3,Actual Hours,92805
Hotel Sogo,S13,2022,Q3,Paid Hours,104783
Hotel Sogo,S13,2022,Q3,Room,8433585
Hotel Sogo,S13,2022,Q3,F&B - Rooms,1185092
Hotel Sogo,S13,2022,Q3,F&B - Function,-
Hotel Sogo,S13,2022,Q3,F&B - Outlet,-
Hotel Sogo,S13,2022,Q3,Total Sales,9618677
Hotel Sogo,S13,2022,Q3,Average DRS,272051
Hotel Sogo,S13,2022,Q3,Average DFS,38229
Hotel Sogo,S13,2022,Q3,ADS,104551
Hotel Sogo,S13,2022,Q3,Quarterly Weighted,54
Hotel Sogo,S13,2022,Q4,ANOR,80
Hotel Sogo,S13,2022,Q4,TNOG,16594
Hotel Sogo,S13,2022,Q4,ANOG,180
Hotel Sogo,S13,2022,Q4,TOR,2
Hotel Sogo,S13,2022,Q4,TFBOG,4291
Hotel Sogo,S13,2022,Q4,AFBOG,47
Hotel Sogo,S13,2022,Q4,%FBOG,0.26
Hotel Sogo,S13,2022,Q4,ARPS/G,546
Hotel Sogo,S13,2022,Q4,AFBPS/FBOG,293
Hotel Sogo,S13,2022,Q4,AFPS/G,76
Hotel Sogo,S13,2022,Q4,SPR,1402
Hotel Sogo,S13,2022,Q4,APS/G,622
Hotel Sogo,S13,2022,Q4,HPR,13
Hotel Sogo,S13,2022,Q4,ALOS,6
Hotel Sogo,S13,2022,Q4,Occupancy,0.55
Hotel Sogo,S13,2022,Q4,NOD,92
Hotel Sogo,S13,2022,Q4,Actual Hours,97933
Hotel Sogo,S13,2022,Q4,Paid Hours,109868
Hotel Sogo,S13,2022,Q4,Room,9065431
Hotel Sogo,S13,2022,Q4,F&B - Rooms,1256669
Hotel Sogo,S13,2022,Q4,F&B - Function,-
Hotel Sogo,S13,2022,Q4,F&B - Outlet,-
Hotel Sogo,S13,2022,Q4,Total Sales,10322100
Hotel Sogo,S13,2022,Q4,Average DRS,302181
Hotel Sogo,S13,2022,Q4,Average DFS,41889
Hotel Sogo,S13,2022,Q4,ADS,112197
Hotel Sogo,S13,2022,Q4,Quarterly Weighted,51
Hotel Sogo,S14,2022,Q1,ANOR,129
Hotel Sogo,S14,2022,Q1,TNOG,13123
Hotel Sogo,S14,2022,Q1,ANOG,146
Hotel Sogo,S14,2022,Q1,TOR,1
Hotel Sogo,S14,2022,Q1,TFBOG,5297
Hotel Sogo,S14,2022,Q1,AFBOG,59
Hotel Sogo,S14,2022,Q1,%FBOG,0.4
Hotel Sogo,S14,2022,Q1,ARPS/G,750
Hotel Sogo,S14,2022,Q1,AFBPS/FBOG,423
Hotel Sogo,S14,2022,Q1,AFPS/G,171
Hotel Sogo,S14,2022,Q1,SPR,1041
Hotel Sogo,S14,2022,Q1,APS/G,921
Hotel Sogo,S14,2022,Q1,HPR,10
Hotel Sogo,S14,2022,Q1,ALOS,9
Hotel Sogo,S14,2022,Q1,Occupancy,0.42
Hotel Sogo,S14,2022,Q1,NOD,90
Hotel Sogo,S14,2022,Q1,Actual Hours,116125
Hotel Sogo,S14,2022,Q1,Paid Hours,141575
Hotel Sogo,S14,2022,Q1,Room,9843510
Hotel Sogo,S14,2022,Q1,F&B - Rooms,2243226
Hotel Sogo,S14,2022,Q1,F&B - Function,-
Hotel Sogo,S14,2022,Q1,F&B - Outlet,-
Hotel Sogo,S14,2022,Q1,Total Sales,12086736
Hotel Sogo,S14,2022,Q1,Average DRS,317533
Hotel Sogo,S14,2022,Q1,Average DFS,72362
Hotel Sogo,S14,2022,Q1,ADS,134297
Hotel Sogo,S14,2022,Q1,Quarterly Weighted,62
Hotel Sogo,S14,2022,Q2,ANOR,129
Hotel Sogo,S14,2022,Q2,TNOG,21800
Hotel Sogo,S14,2022,Q2,ANOG,240
Hotel Sogo,S14,2022,Q2,TOR,2
Hotel Sogo,S14,2022,Q2,TFBOG,6884
Hotel Sogo,S14,2022,Q2,AFBOG,76
Hotel Sogo,S14,2022,Q2,%FBOG,0.32
Hotel Sogo,S14,2022,Q2,ARPS/G,635
Hotel Sogo,S14,2022,Q2,AFBPS/FBOG,322
Hotel Sogo,S14,2022,Q2,AFPS/G,102
Hotel Sogo,S14,2022,Q2,SPR,1369
Hotel Sogo,S14,2022,Q2,APS/G,737
Hotel Sogo,S14,2022,Q2,HPR,12
Hotel Sogo,S14,2022,Q2,ALOS,7
Hotel Sogo,S14,2022,Q2,Occupancy,0.52
Hotel Sogo,S14,2022,Q2,NOD,91
Hotel Sogo,S14,2022,Q2,Actual Hours,145667
Hotel Sogo,S14,2022,Q2,Paid Hours,177395
Hotel Sogo,S14,2022,Q2,Room,13851437
Hotel Sogo,S14,2022,Q2,F&B - Rooms,2218478
Hotel Sogo,S14,2022,Q2,F&B - Function,-
Hotel Sogo,S14,2022,Q2,F&B - Outlet,-
Hotel Sogo,S14,2022,Q2,Total Sales,16069915
Hotel Sogo,S14,2022,Q2,Average DRS,494694
Hotel Sogo,S14,2022,Q2,Average DFS,79231
Hotel Sogo,S14,2022,Q2,ADS,176592
Hotel Sogo,S14,2022,Q2,Quarterly Weighted,38
Hotel Sogo,S14,2022,Q3,ANOR,129
Hotel Sogo,S14,2022,Q3,TNOG,23067
Hotel Sogo,S14,2022,Q3,ANOG,251
Hotel Sogo,S14,2022,Q3,TOR,2
Hotel Sogo,S14,2022,Q3,TFBOG,7160
Hotel Sogo,S14,2022,Q3,AFBOG,78
Hotel Sogo,S14,2022,Q3,%FBOG,0.31
Hotel Sogo,S14,2022,Q3,ARPS/G,619
Hotel Sogo,S14,2022,Q3,AFBPS/FBOG,309
Hotel Sogo,S14,2022,Q3,AFPS/G,96
Hotel Sogo,S14,2022,Q3,SPR,1389
Hotel Sogo,S14,2022,Q3,APS/G,715
Hotel Sogo,S14,2022,Q3,HPR,12
Hotel Sogo,S14,2022,Q3,ALOS,6
Hotel Sogo,S14,2022,Q3,Occupancy,0.52
Hotel Sogo,S14,2022,Q3,NOD,92
Hotel Sogo,S14,2022,Q3,Actual Hours,148248
Hotel Sogo,S14,2022,Q3,Paid Hours,179115
Hotel Sogo,S14,2022,Q3,Room,14269061
Hotel Sogo,S14,2022,Q3,F&B - Rooms,2213671
Hotel Sogo,S14,2022,Q3,F&B - Function,-
Hotel Sogo,S14,2022,Q3,F&B - Outlet,-
Hotel Sogo,S14,2022,Q3,Total Sales,16482732
Hotel Sogo,S14,2022,Q3,Average DRS,460292
Hotel Sogo,S14,2022,Q3,Average DFS,71409
Hotel Sogo,S14,2022,Q3,ADS,179160
Hotel Sogo,S14,2022,Q3,Quarterly Weighted,37
Hotel Sogo,S14,2022,Q4,ANOR,129
Hotel Sogo,S14,2022,Q4,TNOG,26512
Hotel Sogo,S14,2022,Q4,ANOG,288
Hotel Sogo,S14,2022,Q4,TOR,2
Hotel Sogo,S14,2022,Q4,TFBOG,8189
Hotel Sogo,S14,2022,Q4,AFBOG,89
Hotel Sogo,S14,2022,Q4,%FBOG,0.31
Hotel Sogo,S14,2022,Q4,ARPS/G,618
Hotel Sogo,S14,2022,Q4,AFBPS/FBOG,324
Hotel Sogo,S14,2022,Q4,AFPS/G,100
Hotel Sogo,S14,2022,Q4,SPR,1603
Hotel Sogo,S14,2022,Q4,APS/G,718
Hotel Sogo,S14,2022,Q4,HPR,15
Hotel Sogo,S14,2022,Q4,ALOS,7
Hotel Sogo,S14,2022,Q4,Occupancy,0.61
Hotel Sogo,S14,2022,Q4,NOD,92
Hotel Sogo,S14,2022,Q4,Actual Hours,172961
Hotel Sogo,S14,2022,Q4,Paid Hours,207973
Hotel Sogo,S14,2022,Q4,Room,16376020
Hotel Sogo,S14,2022,Q4,F&B - Rooms,2649360
Hotel Sogo,S14,2022,Q4,F&B - Function,-
Hotel Sogo,S14,2022,Q4,F&B - Outlet,-
Hotel Sogo,S14,2022,Q4,Total Sales,19025380
Hotel Sogo,S14,2022,Q4,Average DRS,545867
Hotel Sogo,S14,2022,Q4,Average DFS,88312
Hotel Sogo,S14,2022,Q4,ADS,206798
Hotel Sogo,S14,2022,Q4,Quarterly Weighted,32
Hotel Sogo,S15,2022,Q1,ANOR,144
Hotel Sogo,S15,2022,Q1,TNOG,18636
Hotel Sogo,S15,2022,Q1,ANOG,207
Hotel Sogo,S15,2022,Q1,TOR,1
Hotel Sogo,S15,2022,Q1,TFBOG,7510
Hotel Sogo,S15,2022,Q1,AFBOG,83
Hotel Sogo,S15,2022,Q1,%FBOG,0.4
Hotel Sogo,S15,2022,Q1,ARPS/G,656
Hotel Sogo,S15,2022,Q1,AFBPS/FBOG,369
Hotel Sogo,S15,2022,Q1,AFPS/G,149
Hotel Sogo,S15,2022,Q1,SPR,1157
Hotel Sogo,S15,2022,Q1,APS/G,805
Hotel Sogo,S15,2022,Q1,HPR,10
Hotel Sogo,S15,2022,Q1,ALOS,7
Hotel Sogo,S15,2022,Q1,Occupancy,0.41
Hotel Sogo,S15,2022,Q1,NOD,90
Hotel Sogo,S15,2022,Q1,Actual Hours,127887
Hotel Sogo,S15,2022,Q1,Paid Hours,146876
Hotel Sogo,S15,2022,Q1,Room,12223477
Hotel Sogo,S15,2022,Q1,F&B - Rooms,2770628
Hotel Sogo,S15,2022,Q1,F&B - Function,-
Hotel Sogo,S15,2022,Q1,F&B - Outlet,-
Hotel Sogo,S15,2022,Q1,Total Sales,14994105
Hotel Sogo,S15,2022,Q1,Average DRS,394306
Hotel Sogo,S15,2022,Q1,Average DFS,89375
Hotel Sogo,S15,2022,Q1,ADS,166601
Hotel Sogo,S15,2022,Q1,Quarterly Weighted,43
Hotel Sogo,S15,2022,Q2,ANOR,144
Hotel Sogo,S15,2022,Q2,TNOG,24580
Hotel Sogo,S15,2022,Q2,ANOG,270
Hotel Sogo,S15,2022,Q2,TOR,2
Hotel Sogo,S15,2022,Q2,TFBOG,8332
Hotel Sogo,S15,2022,Q2,AFBOG,92
Hotel Sogo,S15,2022,Q2,%FBOG,0.34
Hotel Sogo,S15,2022,Q2,ARPS/G,625
Hotel Sogo,S15,2022,Q2,AFBPS/FBOG,281
Hotel Sogo,S15,2022,Q2,AFPS/G,95
Hotel Sogo,S15,2022,Q2,SPR,1350
Hotel Sogo,S15,2022,Q2,APS/G,720
Hotel Sogo,S15,2022,Q2,HPR,10
Hotel Sogo,S15,2022,Q2,ALOS,5
Hotel Sogo,S15,2022,Q2,Occupancy,0.43
Hotel Sogo,S15,2022,Q2,NOD,91
Hotel Sogo,S15,2022,Q2,Actual Hours,134668
Hotel Sogo,S15,2022,Q2,Paid Hours,157717
Hotel Sogo,S15,2022,Q2,Room,15356836
Hotel Sogo,S15,2022,Q2,F&B - Rooms,2337536
Hotel Sogo,S15,2022,Q2,F&B - Function,-
Hotel Sogo,S15,2022,Q2,F&B - Outlet,-
Hotel Sogo,S15,2022,Q2,Total Sales,17694372
Hotel Sogo,S15,2022,Q2,Average DRS,548458
Hotel Sogo,S15,2022,Q2,Average DFS,83483
Hotel Sogo,S15,2022,Q2,ADS,194444
Hotel Sogo,S15,2022,Q2,Quarterly Weighted,34
Hotel Sogo,S15,2022,Q3,ANOR,144
Hotel Sogo,S15,2022,Q3,TNOG,28454
Hotel Sogo,S15,2022,Q3,ANOG,309
Hotel Sogo,S15,2022,Q3,TOR,2
Hotel Sogo,S15,2022,Q3,TFBOG,8587
Hotel Sogo,S15,2022,Q3,AFBOG,93
Hotel Sogo,S15,2022,Q3,%FBOG,0.3
Hotel Sogo,S15,2022,Q3,ARPS/G,612
Hotel Sogo,S15,2022,Q3,AFBPS/FBOG,298
Hotel Sogo,S15,2022,Q3,AFPS/G,90
Hotel Sogo,S15,2022,Q3,SPR,1507
Hotel Sogo,S15,2022,Q3,APS/G,702
Hotel Sogo,S15,2022,Q3,HPR,12
Hotel Sogo,S15,2022,Q3,ALOS,5
Hotel Sogo,S15,2022,Q3,Occupancy,0.48
Hotel Sogo,S15,2022,Q3,NOD,92
Hotel Sogo,S15,2022,Q3,Actual Hours,153529
Hotel Sogo,S15,2022,Q3,Paid Hours,178579
Hotel Sogo,S15,2022,Q3,Room,17399709
Hotel Sogo,S15,2022,Q3,F&B - Rooms,2562397
Hotel Sogo,S15,2022,Q3,F&B - Function,-
Hotel Sogo,S15,2022,Q3,F&B - Outlet,-
Hotel Sogo,S15,2022,Q3,Total Sales,19962106
Hotel Sogo,S15,2022,Q3,Average DRS,561281
Hotel Sogo,S15,2022,Q3,Average DFS,82658
Hotel Sogo,S15,2022,Q3,ADS,216979
Hotel Sogo,S15,2022,Q3,Quarterly Weighted,30
Hotel Sogo,S15,2022,Q4,ANOR,144
Hotel Sogo,S15,2022,Q4,TNOG,32307
Hotel Sogo,S15,2022,Q4,ANOG,351
Hotel Sogo,S15,2022,Q4,TOR,2
Hotel Sogo,S15,2022,Q4,TFBOG,9078
Hotel Sogo,S15,2022,Q4,AFBOG,99
Hotel Sogo,S15,2022,Q4,%FBOG,0.28
Hotel Sogo,S15,2022,Q4,ARPS/G,638
Hotel Sogo,S15,2022,Q4,AFBPS/FBOG,322
Hotel Sogo,S15,2022,Q4,AFPS/G,90
Hotel Sogo,S15,2022,Q4,SPR,1775
Hotel Sogo,S15,2022,Q4,APS/G,728
Hotel Sogo,S15,2022,Q4,HPR,14
