hotel,branch,year,quarter,title,value_or_%
Hotel Sogo,S03,2020,Q4,F&B - Function,-
Hotel Sogo,S03,2020,Q4,F&B - Outlet,-
Hotel Sogo,S03,2020,Q4,Total Sales,5077689
Hotel Sogo,S03,2020,Q4,Average DRS,150478
Hotel Sogo,S03,2020,Q4,Average DFS,18778
Hotel Sogo,S03,2020,Q4,ADS,55192
Hotel Sogo,S03,2020,Q4,Quarterly Weighted,121
Hotel Sogo,S05,2020,Q1,ANOR,202
Hotel Sogo,S05,2020,Q1,TNOG,40722
Hotel Sogo,S05,2020,Q1,ANOG,447
Hotel Sogo,S05,2020,Q1,TOR,2
Hotel Sogo,S05,2020,Q1,TFBOG,11398
Hotel Sogo,S05,2020,Q1,AFBOG,125
Hotel Sogo,S05,2020,Q1,%FBOG,0.28
Hotel Sogo,S05,2020,Q1,ARPS/G,740
Hotel Sogo,S05,2020,Q1,AFBPS/FBOG,263
Hotel Sogo,S05,2020,Q1,AFPS/G,74
Hotel Sogo,S05,2020,Q1,SPR,1802
Hotel Sogo,S05,2020,Q1,APS/G,813
Hotel Sogo,S05,2020,Q1,HPR,14
Hotel Sogo,S05,2020,Q1,ALOS,6
Hotel Sogo,S05,2020,Q1,Occupancy,0.59
Hotel Sogo,S05,2020,Q1,NOD,91
Hotel Sogo,S05,2020,Q1,Actual Hours,262493
Hotel Sogo,S05,2020,Q1,Paid Hours,291569
Hotel Sogo,S05,2020,Q1,Room,30121885
Hotel Sogo,S05,2020,Q1,F&B - Rooms,2999809
Hotel Sogo,S05,2020,Q1,F&B - Function,-
Hotel Sogo,S05,2020,Q1,F&B - Outlet,-
Hotel Sogo,S05,2020,Q1,Total Sales,33121694
Hotel Sogo,S05,2020,Q1,Average DRS,971674
Hotel Sogo,S05,2020,Q1,Average DFS,96768
Hotel Sogo,S05,2020,Q1,ADS,363975
Hotel Sogo,S05,2020,Q1,Quarterly Weighted,20
Hotel Sogo,S05,2020,Q2,ANOR,202
Hotel Sogo,S05,2020,Q2,TNOG,12359
Hotel Sogo,S05,2020,Q2,ANOG,136
Hotel Sogo,S05,2020,Q2,TOR,1
Hotel Sogo,S05,2020,Q2,TFBOG,1017
Hotel Sogo,S05,2020,Q2,AFBOG,11
Hotel Sogo,S05,2020,Q2,%FBOG,0.08
Hotel Sogo,S05,2020,Q2,ARPS/G,1011
Hotel Sogo,S05,2020,Q2,AFBPS/FBOG,3684
Hotel Sogo,S05,2020,Q2,AFPS/G,303
Hotel Sogo,S05,2020,Q2,SPR,884
Hotel Sogo,S05,2020,Q2,APS/G,1315
Hotel Sogo,S05,2020,Q2,HPR,15
Hotel Sogo,S05,2020,Q2,ALOS,22
Hotel Sogo,S05,2020,Q2,Occupancy,0.62
Hotel Sogo,S05,2020,Q2,NOD,91
Hotel Sogo,S05,2020,Q2,Actual Hours,273408
Hotel Sogo,S05,2020,Q2,Paid Hours,288910
Hotel Sogo,S05,2020,Q2,Room,12500488
Hotel Sogo,S05,2020,Q2,F&B - Rooms,3746994
Hotel Sogo,S05,2020,Q2,F&B - Function,-
Hotel Sogo,S05,2020,Q2,F&B - Outlet,-
Hotel Sogo,S05,2020,Q2,Total Sales,16247482
Hotel Sogo,S05,2020,Q2,Average DRS,431051
Hotel Sogo,S05,2020,Q2,Average DFS,129207
Hotel Sogo,S05,2020,Q2,ADS,178544
Hotel Sogo,S05,2020,Q2,Quarterly Weighted,67
Hotel Sogo,S05,2020,Q3,ANOR,202
Hotel Sogo,S05,2020,Q3,TNOG,14444
Hotel Sogo,S05,2020,Q3,ANOG,157
Hotel Sogo,S05,2020,Q3,TOR,1
Hotel Sogo,S05,2020,Q3,TFBOG,5164
Hotel Sogo,S05,2020,Q3,AFBOG,56
Hotel Sogo,S05,2020,Q3,%FBOG,0.36
Hotel Sogo,S05,2020,Q3,ARPS/G,1007
Hotel Sogo,S05,2020,Q3,AFBPS/FBOG,445
Hotel Sogo,S05,2020,Q3,AFPS/G,159
Hotel Sogo,S05,2020,Q3,SPR,906
Hotel Sogo,S05,2020,Q3,APS/G,1166
Hotel Sogo,S05,2020,Q3,HPR,8
Hotel Sogo,S05,2020,Q3,ALOS,10
Hotel Sogo,S05,2020,Q3,Occupancy,0.33
Hotel Sogo,S05,2020,Q3,NOD,92
Hotel Sogo,S05,2020,Q3,Actual Hours,148667
Hotel Sogo,S05,2020,Q3,Paid Hours,195276
Hotel Sogo,S05,2020,Q3,Room,14547429
Hotel Sogo,S05,2020,Q3,F&B - Rooms,2297045
Hotel Sogo,S05,2020,Q3,F&B - Function,-
Hotel Sogo,S05,2020,Q3,F&B - Outlet,-
Hotel Sogo,S05,2020,Q3,Total Sales,16844474
Hotel Sogo,S05,2020,Q3,Average DRS,469272
Hotel Sogo,S05,2020,Q3,Average DFS,74098
Hotel Sogo,S05,2020,Q3,ADS,183092
Hotel Sogo,S05,2020,Q3,Quarterly Weighted,59
Hotel Sogo,S05,2020,Q4,ANOR,202
Hotel Sogo,S05,2020,Q4,TNOG,19522
Hotel Sogo,S05,2020,Q4,ANOG,212
Hotel Sogo,S05,2020,Q4,TOR,1
Hotel Sogo,S05,2020,Q4,TFBOG,7631
Hotel Sogo,S05,2020,Q4,AFBOG,83
Hotel Sogo,S05,2020,Q4,%FBOG,0.39
Hotel Sogo,S05,2020,Q4,ARPS/G,900
Hotel Sogo,S05,2020,Q4,AFBPS/FBOG,322
Hotel Sogo,S05,2020,Q4,AFPS/G,126
Hotel Sogo,S05,2020,Q4,SPR,1078
Hotel Sogo,S05,2020,Q4,APS/G,1026
Hotel Sogo,S05,2020,Q4,HPR,8
Hotel Sogo,S05,2020,Q4,ALOS,8
Hotel Sogo,S05,2020,Q4,Occupancy,0.35
Hotel Sogo,S05,2020,Q4,NOD,92
Hotel Sogo,S05,2020,Q4,Actual Hours,154520
Hotel Sogo,S05,2020,Q4,Paid Hours,219056
Hotel Sogo,S05,2020,Q4,Room,17575878
Hotel Sogo,S05,2020,Q4,F&B - Rooms,2456447
Hotel Sogo,S05,2020,Q4,F&B - Function,-
Hotel Sogo,S05,2020,Q4,F&B - Outlet,-
Hotel Sogo,S05,2020,Q4,Total Sales,20032325
Hotel Sogo,S05,2020,Q4,Average DRS,585863
Hotel Sogo,S05,2020,Q4,Average DFS,81882
Hotel Sogo,S05,2020,Q4,ADS,217743
Hotel Sogo,S05,2020,Q4,Quarterly Weighted,43
Hotel Sogo,S06,2020,Q1,ANOR,135
Hotel Sogo,S06,2020,Q1,TNOG,28173
Hotel Sogo,S06,2020,Q1,ANOG,310
Hotel Sogo,S06,2020,Q1,TOR,2
Hotel Sogo,S06,2020,Q1,TFBOG,8172
Hotel Sogo,S06,2020,Q1,AFBOG,90
Hotel Sogo,S06,2020,Q1,%FBOG,0.29
Hotel Sogo,S06,2020,Q1,ARPS/G,581
Hotel Sogo,S06,2020,Q1,AFBPS/FBOG,280
Hotel Sogo,S06,2020,Q1,AFPS/G,81
Hotel Sogo,S06,2020,Q1,SPR,1518
Hotel Sogo,S06,2020,Q1,APS/G,662
Hotel Sogo,S06,2020,Q1,HPR,14
Hotel Sogo,S06,2020,Q1,ALOS,6
Hotel Sogo,S06,2020,Q1,Occupancy,0.59
Hotel Sogo,S06,2020,Q1,NOD,91
Hotel Sogo,S06,2020,Q1,Actual Hours,172587
Hotel Sogo,S06,2020,Q1,Paid Hours,187321
Hotel Sogo,S06,2020,Q1,Room,16365715
Hotel Sogo,S06,2020,Q1,F&B - Rooms,2289054
Hotel Sogo,S06,2020,Q1,F&B - Function,-
Hotel Sogo,S06,2020,Q1,F&B - Outlet,-
Hotel Sogo,S06,2020,Q1,Total Sales,18654769
Hotel Sogo,S06,2020,Q1,Average DRS,527926
Hotel Sogo,S06,2020,Q1,Average DFS,73840
Hotel Sogo,S06,2020,Q1,ADS,204997
Hotel Sogo,S06,2020,Q1,Quarterly Weighted,29
Hotel Sogo,S06,2020,Q2,ANOR,135
Hotel Sogo,S06,2020,Q2,TNOG,10625
Hotel Sogo,S06,2020,Q2,ANOG,117
Hotel Sogo,S06,2020,Q2,TOR,1
Hotel Sogo,S06,2020,Q2,TFBOG,1043
Hotel Sogo,S06,2020,Q2,AFBOG,11
Hotel Sogo,S06,2020,Q2,%FBOG,0.1
Hotel Sogo,S06,2020,Q2,ARPS/G,1468
Hotel Sogo,S06,2020,Q2,AFBPS/FBOG,1178
Hotel Sogo,S06,2020,Q2,AFPS/G,116
Hotel Sogo,S06,2020,Q2,SPR,1370
Hotel Sogo,S06,2020,Q2,APS/G,1584
Hotel Sogo,S06,2020,Q2,HPR,16
Hotel Sogo,S06,2020,Q2,ALOS,19
Hotel Sogo,S06,2020,Q2,Occupancy,0.68
Hotel Sogo,S06,2020,Q2,NOD,91
Hotel Sogo,S06,2020,Q2,Actual Hours,199216
Hotel Sogo,S06,2020,Q2,Paid Hours,217750
Hotel Sogo,S06,2020,Q2,Room,15598928
Hotel Sogo,S06,2020,Q2,F&B - Rooms,1229129
Hotel Sogo,S06,2020,Q2,F&B - Function,-
Hotel Sogo,S06,2020,Q2,F&B - Outlet,-
Hotel Sogo,S06,2020,Q2,Total Sales,16828057
Hotel Sogo,S06,2020,Q2,Average DRS,537894
Hotel Sogo,S06,2020,Q2,Average DFS,42384
Hotel Sogo,S06,2020,Q2,ADS,184924
Hotel Sogo,S06,2020,Q2,Quarterly Weighted,78
Hotel Sogo,S06,2020,Q3,ANOR,135
Hotel Sogo,S06,2020,Q3,TNOG,9508
Hotel Sogo,S06,2020,Q3,ANOG,103
Hotel Sogo,S06,2020,Q3,TOR,1
Hotel Sogo,S06,2020,Q3,TFBOG,2726
Hotel Sogo,S06,2020,Q3,AFBOG,30
Hotel Sogo,S06,2020,Q3,%FBOG,0.29
Hotel Sogo,S06,2020,Q3,ARPS/G,1033
Hotel Sogo,S06,2020,Q3,AFBPS/FBOG,883
Hotel Sogo,S06,2020,Q3,AFPS/G,253
Hotel Sogo,S06,2020,Q3,SPR,984
Hotel Sogo,S06,2020,Q3,APS/G,1286
Hotel Sogo,S06,2020,Q3,HPR,11
Hotel Sogo,S06,2020,Q3,ALOS,15
Hotel Sogo,S06,2020,Q3,Occupancy,0.48
Hotel Sogo,S06,2020,Q3,NOD,92
Hotel Sogo,S06,2020,Q3,Actual Hours,141941
Hotel Sogo,S06,2020,Q3,Paid Hours,161164
Hotel Sogo,S06,2020,Q3,Room,9818110
Hotel Sogo,S06,2020,Q3,F&B - Rooms,2405763
Hotel Sogo,S06,2020,Q3,F&B - Function,-
Hotel Sogo,S06,2020,Q3,F&B - Outlet,-
Hotel Sogo,S06,2020,Q3,Total Sales,12223873
Hotel Sogo,S06,2020,Q3,Average DRS,316713
Hotel Sogo,S06,2020,Q3,Average DFS,77605
Hotel Sogo,S06,2020,Q3,ADS,132868
Hotel Sogo,S06,2020,Q3,Quarterly Weighted,89
Hotel Sogo,S06,2020,Q4,ANOR,135
Hotel Sogo,S06,2020,Q4,TNOG,6746
Hotel Sogo,S06,2020,Q4,ANOG,73
Hotel Sogo,S06,2020,Q4,TOR,1
Hotel Sogo,S06,2020,Q4,TFBOG,2583
Hotel Sogo,S06,2020,Q4,AFBOG,28
Hotel Sogo,S06,2020,Q4,%FBOG,0.38
Hotel Sogo,S06,2020,Q4,ARPS/G,952
Hotel Sogo,S06,2020,Q4,AFBPS/FBOG,709
Hotel Sogo,S06,2020,Q4,AFPS/G,271
Hotel Sogo,S06,2020,Q4,SPR,664
Hotel Sogo,S06,2020,Q4,APS/G,1223
Hotel Sogo,S06,2020,Q4,HPR,6
Hotel Sogo,S06,2020,Q4,ALOS,12
Hotel Sogo,S06,2020,Q4,Occupancy,0.27
Hotel Sogo,S06,2020,Q4,NOD,92
Hotel Sogo,S06,2020,Q4,Actual Hours,79283
Hotel Sogo,S06,2020,Q4,Paid Hours,93928
Hotel Sogo,S06,2020,Q4,Room,6421616
Hotel Sogo,S06,2020,Q4,F&B - Rooms,1830365
Hotel Sogo,S06,2020,Q4,F&B - Function,-
Hotel Sogo,S06,2020,Q4,F&B - Outlet,-
Hotel Sogo,S06,2020,Q4,Total Sales,8251981
Hotel Sogo,S06,2020,Q4,Average DRS,214054
Hotel Sogo,S06,2020,Q4,Average DFS,61012
Hotel Sogo,S06,2020,Q4,ADS,89695
Hotel Sogo,S06,2020,Q4,Quarterly Weighted,125
Hotel Sogo,S07,2020,Q1,ANOR,109
Hotel Sogo,S07,2020,Q1,TNOG,20021
Hotel Sogo,S07,2020,Q1,ANOG,220
Hotel Sogo,S07,2020,Q1,TOR,2
Hotel Sogo,S07,2020,Q1,TFBOG,7340
Hotel Sogo,S07,2020,Q1,AFBOG,81
Hotel Sogo,S07,2020,Q1,%FBOG,0.37
Hotel Sogo,S07,2020,Q1,ARPS/G,581
Hotel Sogo,S07,2020,Q1,AFBPS/FBOG,220
Hotel Sogo,S07,2020,Q1,AFPS/G,81
Hotel Sogo,S07,2020,Q1,SPR,1335
Hotel Sogo,S07,2020,Q1,APS/G,662
Hotel Sogo,S07,2020,Q1,HPR,11
Hotel Sogo,S07,2020,Q1,ALOS,5
Hotel Sogo,S07,2020,Q1,Occupancy,0.44
Hotel Sogo,S07,2020,Q1,NOD,91
Hotel Sogo,S07,2020,Q1,Actual Hours,105375
Hotel Sogo,S07,2020,Q1,Paid Hours,117881
Hotel Sogo,S07,2020,Q1,Room,11628274
Hotel Sogo,S07,2020,Q1,F&B - Rooms,1615944
Hotel Sogo,S07,2020,Q1,F&B - Function,-
Hotel Sogo,S07,2020,Q1,F&B - Outlet,-
Hotel Sogo,S07,2020,Q1,Total Sales,13244218
Hotel Sogo,S07,2020,Q1,Average DRS,375106
Hotel Sogo,S07,2020,Q1,Average DFS,52127
Hotel Sogo,S07,2020,Q1,ADS,145541
Hotel Sogo,S07,2020,Q1,Quarterly Weighted,41
Hotel Sogo,S07,2020,Q2,ANOR,109
Hotel Sogo,S07,2020,Q2,TNOG,3328
Hotel Sogo,S07,2020,Q2,ANOG,37
Hotel Sogo,S07,2020,Q2,TOR,0
Hotel Sogo,S07,2020,Q2,TFBOG,1
Hotel Sogo,S07,2020,Q2,AFBOG,0
Hotel Sogo,S07,2020,Q2,%FBOG,0
Hotel Sogo,S07,2020,Q2,ARPS/G,1799
Hotel Sogo,S07,2020,Q2,AFBPS/FBOG,50
Hotel Sogo,S07,2020,Q2,AFPS/G,0
Hotel Sogo,S07,2020,Q2,SPR,603
Hotel Sogo,S07,2020,Q2,APS/G,1799
Hotel Sogo,S07,2020,Q2,HPR,8
Hotel Sogo,S07,2020,Q2,ALOS,23
Hotel Sogo,S07,2020,Q2,Occupancy,0.33
Hotel Sogo,S07,2020,Q2,NOD,91
Hotel Sogo,S07,2020,Q2,Actual Hours,78093
Hotel Sogo,S07,2020,Q2,Paid Hours,79792
Hotel Sogo,S07,2020,Q2,Room,5985580
Hotel Sogo,S07,2020,Q2,F&B - Rooms,50
Hotel Sogo,S07,2020,Q2,F&B - Function,-
Hotel Sogo,S07,2020,Q2,F&B - Outlet,-
Hotel Sogo,S07,2020,Q2,Total Sales,5985630
Hotel Sogo,S07,2020,Q2,Average DRS,206399
Hotel Sogo,S07,2020,Q2,Average DFS,2
Hotel Sogo,S07,2020,Q2,ADS,65776
Hotel Sogo,S07,2020,Q2,Quarterly Weighted,249
Hotel Sogo,S07,2020,Q3,ANOR,109
Hotel Sogo,S07,2020,Q3,TNOG,5097
Hotel Sogo,S07,2020,Q3,ANOG,55
Hotel Sogo,S07,2020,Q3,TOR,1
Hotel Sogo,S07,2020,Q3,TFBOG,2332
Hotel Sogo,S07,2020,Q3,AFBOG,25
Hotel Sogo,S07,2020,Q3,%FBOG,0.46
Hotel Sogo,S07,2020,Q3,ARPS/G,1466
Hotel Sogo,S07,2020,Q3,AFBPS/FBOG,1000
Hotel Sogo,S07,2020,Q3,AFPS/G,458
Hotel Sogo,S07,2020,Q3,SPR,978
Hotel Sogo,S07,2020,Q3,APS/G,1924
Hotel Sogo,S07,2020,Q3,HPR,12
Hotel Sogo,S07,2020,Q3,ALOS,23
Hotel Sogo,S07,2020,Q3,Occupancy,0.49
Hotel Sogo,S07,2020,Q3,NOD,92
Hotel Sogo,S07,2020,Q3,Actual Hours,117673
Hotel Sogo,S07,2020,Q3,Paid Hours,119990
Hotel Sogo,S07,2020,Q3,Room,7472214
Hotel Sogo,S07,2020,Q3,F&B - Rooms,2332199
Hotel Sogo,S07,2020,Q3,F&B - Function,-
Hotel Sogo,S07,2020,Q3,F&B - Outlet,-
Hotel Sogo,S07,2020,Q3,Total Sales,9804413
Hotel Sogo,S07,2020,Q3,Average DRS,241039
Hotel Sogo,S07,2020,Q3,Average DFS,75232
Hotel Sogo,S07,2020,Q3,ADS,106570
Hotel Sogo,S07,2020,Q3,Quarterly Weighted,166
Hotel Sogo,S07,2020,Q4,ANOR,109
Hotel Sogo,S07,2020,Q4,TNOG,6398
Hotel Sogo,S07,2020,Q4,ANOG,70
Hotel Sogo,S07,2020,Q4,TOR,1
Hotel Sogo,S07,2020,Q4,TFBOG,3644
Hotel Sogo,S07,2020,Q4,AFBOG,40
Hotel Sogo,S07,2020,Q4,%FBOG,0.57
Hotel Sogo,S07,2020,Q4,ARPS/G,939
Hotel Sogo,S07,2020,Q4,AFBPS/FBOG,414
Hotel Sogo,S07,2020,Q4,AFPS/G,236
Hotel Sogo,S07,2020,Q4,SPR,750
Hotel Sogo,S07,2020,Q4,APS/G,1175
Hotel Sogo,S07,2020,Q4,HPR,8
Hotel Sogo,S07,2020,Q4,ALOS,13
Hotel Sogo,S07,2020,Q4,Occupancy,0.35
Hotel Sogo,S07,2020,Q4,NOD,92
Hotel Sogo,S07,2020,Q4,Actual Hours,84101
Hotel Sogo,S07,2020,Q4,Paid Hours,102482
Hotel Sogo,S07,2020,Q4,Room,6008324
Hotel Sogo,S07,2020,Q4,F&B - Rooms,1508294
Hotel Sogo,S07,2020,Q4,F&B - Function,-
Hotel Sogo,S07,2020,Q4,F&B - Outlet,-
Hotel Sogo,S07,2020,Q4,Total Sales,7516618
Hotel Sogo,S07,2020,Q4,Average DRS,200277
Hotel Sogo,S07,2020,Q4,Average DFS,50276
Hotel Sogo,S07,2020,Q4,ADS,81702
Hotel Sogo,S07,2020,Q4,Quarterly Weighted,132
Hotel Sogo,S08,2020,Q1,ANOR,243
Hotel Sogo,S08,2020,Q1,TNOG,43893
Hotel Sogo,S08,2020,Q1,ANOG,482
Hotel Sogo,S08,2020,Q1,TOR,2
Hotel Sogo,S08,2020,Q1,TFBOG,12217
Hotel Sogo,S08,2020,Q1,AFBOG,134
Hotel Sogo,S08,2020,Q1,%FBOG,0.28
Hotel Sogo,S08,2020,Q1,ARPS/G,933
Hotel Sogo,S08,2020,Q1,AFBPS/FBOG,343
Hotel Sogo,S08,2020,Q1,AFPS/G,95
Hotel Sogo,S08,2020,Q1,SPR,2041
Hotel Sogo,S08,2020,Q1,APS/G,1028
Hotel Sogo,S08,2020,Q1,HPR,14
Hotel Sogo,S08,2020,Q1,ALOS,7
Hotel Sogo,S08,2020,Q1,Occupancy,0.6
Hotel Sogo,S08,2020,Q1,NOD,91
Hotel Sogo,S08,2020,Q1,Actual Hours,318581
Hotel Sogo,S08,2020,Q1,Paid Hours,355553
Hotel Sogo,S08,2020,Q1,Room,40931817
Hotel Sogo,S08,2020,Q1,F&B - Rooms,4191667
Hotel Sogo,S08,2020,Q1,F&B - Function,-
Hotel Sogo,S08,2020,Q1,F&B - Outlet,-
Hotel Sogo,S08,2020,Q1,Total Sales,45123484
Hotel Sogo,S08,2020,Q1,Average DRS,1320381
Hotel Sogo,S08,2020,Q1,Average DFS,135215
Hotel Sogo,S08,2020,Q1,ADS,495862
Hotel Sogo,S08,2020,Q1,Quarterly Weighted,19
Hotel Sogo,S08,2020,Q2,ANOR,243
Hotel Sogo,S08,2020,Q2,TNOG,10742
Hotel Sogo,S08,2020,Q2,ANOG,118
Hotel Sogo,S08,2020,Q2,TOR,0
Hotel Sogo,S08,2020,Q2,TFBOG,164
Hotel Sogo,S08,2020,Q2,AFBOG,2
Hotel Sogo,S08,2020,Q2,%FBOG,0.02
Hotel Sogo,S08,2020,Q2,ARPS/G,2180
Hotel Sogo,S08,2020,Q2,AFBPS/FBOG,12194
Hotel Sogo,S08,2020,Q2,AFPS/G,186
Hotel Sogo,S08,2020,Q2,SPR,1149
Hotel Sogo,S08,2020,Q2,APS/G,2366
Hotel Sogo,S08,2020,Q2,HPR,11
Hotel Sogo,S08,2020,Q2,ALOS,23
Hotel Sogo,S08,2020,Q2,Occupancy,0.46
Hotel Sogo,S08,2020,Q2,NOD,91
Hotel Sogo,S08,2020,Q2,Actual Hours,246735
Hotel Sogo,S08,2020,Q2,Paid Hours,254319
Hotel Sogo,S08,2020,Q2,Room,23417478
Hotel Sogo,S08,2020,Q2,F&B - Rooms,1999835
Hotel Sogo,S08,2020,Q2,F&B - Function,-
Hotel Sogo,S08,2020,Q2,F&B - Outlet,-
Hotel Sogo,S08,2020,Q2,Total Sales,25417313
Hotel Sogo,S08,2020,Q2,Average DRS,807499
Hotel Sogo,S08,2020,Q2,Average DFS,68960
Hotel Sogo,S08,2020,Q2,ADS,279311
Hotel Sogo,S08,2020,Q2,Quarterly Weighted,77
Hotel Sogo,S08,2020,Q3,ANOR,243
Hotel Sogo,S08,2020,Q3,TNOG,15546
Hotel Sogo,S08,2020,Q3,ANOG,169
Hotel Sogo,S08,2020,Q3,TOR,1
Hotel Sogo,S08,2020,Q3,TFBOG,5236
Hotel Sogo,S08,2020,Q3,AFBOG,57
Hotel Sogo,S08,2020,Q3,%FBOG,0.34
Hotel Sogo,S08,2020,Q3,ARPS/G,1126
Hotel Sogo,S08,2020,Q3,AFBPS/FBOG,621
Hotel Sogo,S08,2020,Q3,AFPS/G,209
Hotel Sogo,S08,2020,Q3,SPR,928
Hotel Sogo,S08,2020,Q3,APS/G,1335
Hotel Sogo,S08,2020,Q3,HPR,11
Hotel Sogo,S08,2020,Q3,ALOS,16
Hotel Sogo,S08,2020,Q3,Occupancy,0.46
Hotel Sogo,S08,2020,Q3,NOD,92
Hotel Sogo,S08,2020,Q3,Actual Hours,245493
Hotel Sogo,S08,2020,Q3,Paid Hours,287800
Hotel Sogo,S08,2020,Q3,Room,17504258
Hotel Sogo,S08,2020,Q3,F&B - Rooms,3252600
Hotel Sogo,S08,2020,Q3,F&B - Function,-
Hotel Sogo,S08,2020,Q3,F&B - Outlet,-
Hotel Sogo,S08,2020,Q3,Total Sales,20756858
Hotel Sogo,S08,2020,Q3,Average DRS,564653
Hotel Sogo,S08,2020,Q3,Average DFS,104923
Hotel Sogo,S08,2020,Q3,ADS,225618
Hotel Sogo,S08,2020,Q3,Quarterly Weighted,54
Hotel Sogo,S08,2020,Q4,ANOR,243
Hotel Sogo,S08,2020,Q4,TNOG,23202
Hotel Sogo,S08,2020,Q4,ANOG,252
Hotel Sogo,S08,2020,Q4,TOR,1
Hotel Sogo,S08,2020,Q4,TFBOG,9083
Hotel Sogo,S08,2020,Q4,AFBOG,99
Hotel Sogo,S08,2020,Q4,%FBOG,0.39
Hotel Sogo,S08,2020,Q4,ARPS/G,1054
Hotel Sogo,S08,2020,Q4,AFBPS/FBOG,426
Hotel Sogo,S08,2020,Q4,AFPS/G,167
Hotel Sogo,S08,2020,Q4,SPR,1267
Hotel Sogo,S08,2020,Q4,APS/G,1221
Hotel Sogo,S08,2020,Q4,HPR,11
Hotel Sogo,S08,2020,Q4,ALOS,10
Hotel Sogo,S08,2020,Q4,Occupancy,0.45
Hotel Sogo,S08,2020,Q4,NOD,92
Hotel Sogo,S08,2020,Q4,Actual Hours,240133
Hotel Sogo,S08,2020,Q4,Paid Hours,318263
Hotel Sogo,S08,2020,Q4,Room,24465577
Hotel Sogo,S08,2020,Q4,F&B - Rooms,3866096
Hotel Sogo,S08,2020,Q4,F&B - Function,-
Hotel Sogo,S08,2020,Q4,F&B - Outlet,-
Hotel Sogo,S08,2020,Q4,Total Sales,28331673
Hotel Sogo,S08,2020,Q4,Average DRS,815519
Hotel Sogo,S08,2020,Q4,Average DFS,128870
Hotel Sogo,S08,2020,Q4,ADS,307953
Hotel Sogo,S08,2020,Q4,Quarterly Weighted,36
Hotel Sogo,S09,2020,Q1,ANOR,150
Hotel Sogo,S09,2020,Q1,TNOG,31255
Hotel Sogo,S09,2020,Q1,ANOG,343
Hotel Sogo,S09,2020,Q1,TOR,2
Hotel Sogo,S09,2020,Q1,TFBOG,11764
Hotel Sogo,S09,2020,Q1,AFBOG,129
Hotel Sogo,S09,2020,Q1,%FBOG,0.38
Hotel Sogo,S09,2020,Q1,ARPS/G,502
Hotel Sogo,S09,2020,Q1,AFBPS/FBOG,229
Hotel Sogo,S09,2020,Q1,AFPS/G,86
Hotel Sogo,S09,2020,Q1,SPR,1347
Hotel Sogo,S09,2020,Q1,APS/G,588
Hotel Sogo,S09,2020,Q1,HPR,11
Hotel Sogo,S09,2020,Q1,ALOS,5
Hotel Sogo,S09,2020,Q1,Occupancy,0.45
Hotel Sogo,S09,2020,Q1,NOD,91
Hotel Sogo,S09,2020,Q1,Actual Hours,146608
Hotel Sogo,S09,2020,Q1,Paid Hours,174036
Hotel Sogo,S09,2020,Q1,Room,15683350
Hotel Sogo,S09,2020,Q1,F&B - Rooms,2698986
Hotel Sogo,S09,2020,Q1,F&B - Function,-
Hotel Sogo,S09,2020,Q1,F&B - Outlet,-
Hotel Sogo,S09,2020,Q1,Total Sales,18382336
Hotel Sogo,S09,2020,Q1,Average DRS,505915
Hotel Sogo,S09,2020,Q1,Average DFS,87064
Hotel Sogo,S09,2020,Q1,ADS,202004
Hotel Sogo,S09,2020,Q1,Quarterly Weighted,26
Hotel Sogo,S09,2020,Q2,ANOR,150
Hotel Sogo,S09,2020,Q2,TNOG,7346
Hotel Sogo,S09,2020,Q2,ANOG,81
Hotel Sogo,S09,2020,Q2,TOR,1
Hotel Sogo,S09,2020,Q2,TFBOG,1053
Hotel Sogo,S09,2020,Q2,AFBOG,12
Hotel Sogo,S09,2020,Q2,%FBOG,0.14
Hotel Sogo,S09,2020,Q2,ARPS/G,1039
Hotel Sogo,S09,2020,Q2,AFBPS/FBOG,300
Hotel Sogo,S09,2020,Q2,AFPS/G,43
Hotel Sogo,S09,2020,Q2,SPR,582
Hotel Sogo,S09,2020,Q2,APS/G,1082
Hotel Sogo,S09,2020,Q2,HPR,10
Hotel Sogo,S09,2020,Q2,ALOS,18
Hotel Sogo,S09,2020,Q2,Occupancy,0.41
Hotel Sogo,S09,2020,Q2,NOD,91
Hotel Sogo,S09,2020,Q2,Actual Hours,133628
Hotel Sogo,S09,2020,Q2,Paid Hours,146815
Hotel Sogo,S09,2020,Q2,Room,7634765
Hotel Sogo,S09,2020,Q2,F&B - Rooms,316335
Hotel Sogo,S09,2020,Q2,F&B - Function,-
Hotel Sogo,S09,2020,Q2,F&B - Outlet,-
Hotel Sogo,S09,2020,Q2,Total Sales,7951100
Hotel Sogo,S09,2020,Q2,Average DRS,263268
Hotel Sogo,S09,2020,Q2,Average DFS,10908
Hotel Sogo,S09,2020,Q2,ADS,87375
Hotel Sogo,S09,2020,Q2,Quarterly Weighted,113
Hotel Sogo,S09,2020,Q3,ANOR,150
Hotel Sogo,S09,2020,Q3,TNOG,13032
Hotel Sogo,S09,2020,Q3,ANOG,142
Hotel Sogo,S09,2020,Q3,TOR,1
Hotel Sogo,S09,2020,Q3,TFBOG,5843
Hotel Sogo,S09,2020,Q3,AFBOG,64
Hotel Sogo,S09,2020,Q3,%FBOG,0.45
Hotel Sogo,S09,2020,Q3,ARPS/G,759
Hotel Sogo,S09,2020,Q3,AFBPS/FBOG,316
Hotel Sogo,S09,2020,Q3,AFPS/G,142
